91.61,52.99
10.26,64.95
42.35,98.84
56.63,95.87
13.75,90.52
5.54,57.05
73.27,18.29
17.57,38.41
84.91,29.93
55.94,31.96
74.16,65.36
66.5,22.57
84.71,78.76
25.29,63.85
84.83,14.35
48.88,25.51
4.42,60.65
68.42,87.69
44.47,18.6
35.09,71.21
39.69,51.66
29.37,92.2
87.96,12.14
28.74,67.24
36.35,73.6
98.21,45.16
83.93,13.34
43.25,34.56
90.43,67.0
90.22,58.14
61.18,77.57
87.48,52.86
98.79,62.93
25.25,39.82
55.84,73.83
49.75,38.33
42.36,45.66
97.73,54.6
41.02,50.82
3.04,44.9
24.92,79.08
79.75,83.85
60.5,84.59
42.91,78.9
45.29,30.24
97.38,64.89
94.33,93.86
95.39,66.17
70.17,57.44
32.41,79.22
53.06,50.14
21.96,82.26
53.21,63.66
1.41,57.9
65.09,57.87
59.77,37.59
12.8,94.89
44.74,46.17
38.76,74.83
47.69,45.46
72.65,26.34
49.98,5.6
8.31,76.26
89.27,11.18
38.11,3.85
90.37,29.04
56.14,86.08
18.69,95.3
76.78,76.72
26.19,75.76
15.54,8.51
0.06,62.56
90.22,64.27
28.87,82.57
59.27,78.35
35.36,21.38
67.86,86.92
62.4,68.36
3.47,1.65
52.52,83.17
62.31,49.17
66.51,87.57
67.75,46.11
19.81,75.36
88.98,20.13
0.91,98.4
72.41,76.52
96.19,82.09
54.98,97.11
27.51,98.44
84.25,80.13
80.06,9.86
58.74,64.56
35.5,82.53
45.63,79.46
53.98,75.55
16.55,43.12
13.2,48.76
20.54,34.11
79.09,15.9
72.63,81.91
2.82,56.78
89.38,78.83
94.01,5.29
85.56,59.7
30.24,37.23
3.15,30.27
82.02,38.77
82.63,74.51
31.91,26.87
11.91,72.76
57.35,65.67
71.35,85.04
49.64,25.38
30.84,96.47
67.46,83.77
85.67,34.84
67.82,13.22
54.29,18.8
33.86,79.19
84.87,81.4
9.44,7.37
50.42,84.92
37.01,80.81
82.18,20.4
33.33,72.84
82.2,36.71
3.69,6.39
0.78,91.39
3.56,92.17
86.96,34.5
74.34,82.25
36.62,59.49
62.86,90.75
45.85,69.91
33.87,88.44
93.35,56.26
18.27,28.04
61.2,71.99
1.92,66.71
26.06,33.47
66.7,70.42
74.89,92.99
95.02,6.44
79.68,21.28
74.05,62.56
17.04,36.78
79.53,24.65
99.66,3.39
39.01,73.95
85.97,3.3
63.6,97.07
16.54,16.87
28.4,29.31
15.99,24.5
69.24,66.61
15.76,48.07
24.05,72.55
17.06,86.97
70.47,82.92
39.46,80.91
14.67,29.58
7.52,20.01
20.35,90.98
35.72,72.58
73.89,22.72
35.8,40.52
48.8,48.56
63.66,85.84
34.16,37.91
16.19,84.38
90.73,66.99
5.05,45.19
86.31,62.71
4.95,95.3
34.5,20.24
10.03,80.62
42.42,55.87
83.42,17.75
20.68,72.81
24.46,96.28
21.87,48.59
76.42,5.57
70.59,37.55
48.96,19.07
47.11,43.5
11.11,18.14
39.24,53.13
9.66,41.2
18.59,47.27
50.16,75.76
94.81,25.44
4.73,69.05
85.44,65.64
98.44,97.21
18.51,75.97
93.85,37.39
92.15,0.9
34.16,40.04
63.0,26.6
94.12,23.61
4.61,60.97
15.72,90.09
62.55,55.29
7.85,5.03
68.95,23.46
20.99,94.02
88.24,44.47
3.49,54.74
98.8,15.71
33.71,46.28
72.38,93.07
50.13,96.67
78.45,15.84
68.64,60.05
67.41,98.13
35.81,43.56
24.48,47.59
40.75,39.85
78.7,16.98
38.44,84.57
80.9,19.27
46.28,58.89
8.05,3.14
59.96,58.26
9.22,71.72
66.34,8.26
31.48,23.72
84.49,23.14
46.29,55.04
12.8,19.32
33.87,74.67
12.55,23.98
48.61,13.5
80.83,64.78
78.82,49.35
19.67,68.08
35.27,49.5
30.27,28.47
44.02,9.98
47.5,52.06
76.42,63.56
10.43,72.15
52.02,1.81
44.93,43.47
87.25,44.92
42.49,42.61
63.42,14.91
91.69,42.8
1.95,91.05
15.36,64.41
29.99,36.71
22.06,93.14
4.86,51.37
72.23,98.08
50.1,9.56
79.89,2.91
46.29,26.02
95.5,96.97
70.76,4.63
93.3,92.89
24.61,98.86
22.48,79.89
45.74,43.94
78.47,10.03
10.54,45.33
12.51,57.78
46.0,53.64
9.09,44.41
74.75,61.88
23.29,82.27
4.14,67.74
79.48,93.16
71.38,81.0
0.57,86.85
83.64,81.74
95.6,92.64
56.79,3.26
28.46,53.68
27.33,49.66
17.38,15.18
18.52,34.6
80.28,41.87
10.71,46.49
43.19,26.18
36.01,97.7
98.72,84.21
78.82,86.62
19.79,90.72
77.48,53.84
62.55,7.85
58.56,32.97
89.07,50.13
69.76,34.75
57.0,39.19
26.97,36.92
25.74,80.6
82.24,24.03
80.95,63.59
86.34,63.51
46.32,57.89
99.07,10.44
98.95,89.03
77.32,21.86
88.72,9.49
82.1,80.06
72.88,94.54
99.74,76.36
93.69,50.12
3.44,48.04
47.62,78.96
62.51,83.11
61.41,88.79
74.02,4.67
22.18,17.97
38.7,41.23
74.18,24.78
97.32,69.46
29.97,16.31
63.78,90.51
15.05,10.88
25.28,53.44
96.26,54.77
72.95,92.67
88.99,99.38
52.12,92.16
32.34,47.32
43.13,74.44
60.69,30.24
31.93,7.24
3.42,46.46
64.94,35.92
17.65,5.56
70.83,66.81
37.19,12.15
15.6,56.28
18.98,86.57
63.05,11.07
84.11,68.07
25.53,23.55
2.03,60.0
34.94,88.17
52.17,5.87
78.92,41.94
59.66,38.71
22.11,67.02
20.87,33.73
41.27,11.71
7.68,89.61
72.51,81.95
37.93,93.83
89.49,21.7
46.73,1.47
